UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
H33810,X1,302.3,310.1,1383,42.9,24,0,No Failure,02/06/2002 04:00
L51577,x_1,302.4,310.2,1539,117.5,29,0,No Failure,02/06/2002 05:00
M19258,x1,302.3,310.1,1563,37.8,31,0,No Failure,02/06/2002 06:00
L51579,x_1,302.3,310.1,1653,29.7,34,0,No Failure,02/06/2002 07:00
L51580,x_1,302.3,310.1,1353,50.9,36,1,Heat Dissipation Failure,02/06/2002 08:00
H33815,X1,302.2,310,1468,43.6,38,0,No Failure,02/06/2002 09:00
H33816,X1,302.3,310.2,1506,33.8,43,0,No Failure,02/06/2002 10:00
L51583,x_1,302.3,310.1,1388,49.9,48,0,No Failure,02/06/2002 11:00
M19264,x1,302.4,310.2,1485,45.9,50,0,No Failure,02/06/2002 12:00
L51585,x_1,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure,02/06/2002 13:00
L51586,x_1,302.5,310.3,1326,58.5,55,1,Heat Dissipation Failure,02/06/2002 14:00
L51587,x_1,302.3,310.2,1394,55.4,57,0,No Failure,02/06/2002 15:00
L51588,x_1,302.4,310.1,2009,18.9,59,0,No Failure,02/06/2002 16:00
M19269,x1,302.4,310.1,1358,54.6,61,1,Heat Dissipation Failure,02/06/2002 17:00
L51590,x_1,302.5,310.2,1586,32.2,64,0,No Failure,02/06/2002 18:00
L51591,x_1,302.5,310.3,1688,31.6,66,0,No Failure,02/06/2002 19:00
L51592,x_1,302.6,310.5,1450,43.2,68,0,Error,02/06/2002 20:00
M19273,x1,302.7,310.5,1398,47.3,70,0,No Failure,02/06/2002 21:00
L51594,x_1,302.7,310.5,1520,39.3,73,0,No Failure,02/06/2002 22:00
L51595,x_1,302.6,310.4,1514,122.5,75,0,No Failure,02/06/2002 23:00
M19276,x1,302.6,310.4,1532,36.1,77,0,No Failure,03/06/2002 00:00
L51597,x_1,302.6,310.4,1365,66.8,80,1,Power Failure,03/06/2002 01:00
L51598,x_1,302.6,310.3,1642,113,82,0,Error,03/06/2002 02:00
M19279,x1,302.6,310.2,2676,10.8,84,1,Power Failure,03/06/2002 03:00
H33834,X1,302.6,310.2,1873,21.3,87,0,No Failure,03/06/2002 04:00
L51601,x_1,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure,03/06/2002 05:00
M19282,x1,302.6,310.2,2157,17.2,94,0,No Failure,03/06/2002 06:00
M19283,x1,302.6,310.2,1563,39,97,0,No Failure,03/06/2002 07:00
M19284,x1,302.6,310.2,1631,31,100,0,No Failure,03/06/2002 08:00
L51605,x_1,302.5,310.2,1547,36.9,103,0,No Failure,03/06/2002 09:00
L51606,x_1,302.6,310.3,1479,40.4,105,0,No Failure,03/06/2002 10:00
M19287,x1,302.4,310.1,1379,48.9,107,1,Heat Dissipation Failure,03/06/2002 11:00
L51608,x_1,302.4,310.1,1906,21.2,110,0,No Failure,03/06/2002 12:00
M19289,x1,302.3,310.1,1731,33.4,112,0,No Failure,03/06/2002 13:00
H33844,X1,302.3,310.1,1688,30.4,115,0,No Failure,03/06/2002 14:00
H33845,X1,302.3,310.2,1443,54.6,120,0,No Failure,03/06/2002 15:00
L51612,x_1,302.4,310.2,1445,46.4,125,0,No Failure,03/06/2002 16:00
H33847,X1,302.4,310.2,1435,44.9,127,0,No Failure,03/06/2002 17:00
L51614,x_1,302.4,310.1,1556,32.9,132,0,No Failure,03/06/2002 18:00
L51615,X2,302.3,310.1,1321,52.7,134,1,Heat Dissipation Failure,03/06/2012 19:00
M19296,x1,302.4,310.1,1577,35.8,136,0,No Failure,03/06/2002 20:00
L51617,x_1,302.4,310.2,1578,31.2,139,0,No Failure,03/06/2002 21:00
L51618,x_1,302.4,310.1,1418,52.3,141,0,Error,03/06/2002 22:00
M19299,x1,302.4,310.2,1392,55.8,143,0,No Failure,03/06/2002 23:00
L51620,x_1,302.5,310.3,1446,44,146,0,No Failure,04/06/2002 00:00
L51621,x_1,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure,04/06/2002 01:00
L51622,x_1,302.5,310.2,1563,34.8,150,0,No Failure,04/06/2002 02:00
L51623,x_1,286.5,310.3,1405,57.4,152,0,No Failure,04/06/2002 03:00
L51624,x_1,302.4,310.2,2224,16,154,0,No Failure,04/06/2002 04:00
L51625,x_1,302.5,310.2,1716,29.9,156,0,No Failure,04/06/2002 05:00
L51626,x_1,302.5,310.3,1584,35.5,158,0,No Failure,04/06/2002 06:00
M19307,x1,302.5,310.3,1488,41.8,160,0,No Failure,04/06/2002 07:00
L51628,x_1,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure,04/06/2002 08:00
M19309,x1,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure,04/06/2002 09:00
L51630,x_1,302.5,310.3,1551,37.3,168,0,No Failure,04/06/2002 10:00
L51631,x_1,302.5,310.3,1549,40.9,170,0,No Failure,04/06/2002 11:00
M19312,x1,302.5,310.3,,39.2,172,0,No Failure,04/06/2002 12:00
L51633,x_1,302.4,310.2,1400,53.7,175,0,No Failure,04/06/2002 13:00
L51634,x_1,302.4,310.1,1401,48.8,177,0,No Failure,04/06/2002 14:00
H33869,X1,302.4,310.1,1597,28.9,179,0,No Failure,04/06/2002 15:00
L51636,x_1,302.3,310.1,1487,46,184,0,No Failure,04/06/2002 16:00
M19317,x1,302.5,310.3,1710,27.3,186,0,No Failure,04/06/2002 17:00
L51638,x_1,302.6,310.4,1478,47.7,189,0,No Failure,04/06/2002 18:00
L51639,x_1,302.6,310.4,1743,26.3,191,0,No Failure,04/06/2002 19:00
L51640,x_1,302.6,310.5,1596,32.8,193,0,No Failure,04/06/2002 20:00
L51641,x_1,302.7,310.5,1642,30.8,195,0,No Failure,04/06/2002 21:00
L51642,x_1,302.7,310.5,1263,147.6,197,1,Heat Dissipation Failure,04/06/2002 22:00
L51643,x_1,302.8,310.6,2016,19.9,199,0,No Failure,04/06/2002 23:00
L51644,x_1,302.8,310.6,1671,30.5,201,0,No Failure,05/06/2002 00:00
L51645,x_1,302.8,310.6,1404,43.2,203,0,No Failure,05/06/2002 01:00
L51646,x_1,286.8,310.6,1470,41.1,205,0,No Failure,05/06/2002 02:00
L51647,x_1,302.8,310.6,1617,37.9,207,0,No Failure,05/06/2002 03:00
L51648,x_1,302.7,310.5,1725,29,209,0,No Failure,05/06/2002 04:00
L51649,x_1,302.7,310.5,1446,40.9,211,1,Tool Wear Failure,05/06/2002 05:00
L51650,x_1,302.7,310.6,1564,34.3,0,0,No Failure,05/06/2002 06:00
L51651,x_1,302.8,310.6,1670,29.1,2,0,No Failure,05/06/2002 07:00
L51652,x_1,302.7,310.6,1501,48.7,4,0,No Failure,05/06/2002 08:00
L51653,x_1,302.7,310.5,1551,35.9,6,0,No Failure,05/06/2002 09:00
L51654,x_1,302.7,310.5,1563,35,8,0,No Failure,05/06/2002 10:00
L51655,x_1,302.7,310.5,1351,41.8,10,1,Heat Dissipation Failure,05/06/2002 11:00
L51656,x_1,302.6,310.4,1415,52.1,12,0,No Failure,05/06/2002 12:00
L51657,x_1,302.6,310.3,1647,34.2,14,0,No Failure,05/06/2002 13:00
L51658,x_1,302.5,310.2,1477,41.6,16,0,No Failure,05/06/2002 14:00
L51659,x_1,302.6,310.2,1923,21.5,18,0,No Failure,05/06/2002 15:00
H33894,X1,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure,05/06/2002 16:00
M19341,x1,302.6,310.4,1544,35.1,25,0,No Failure,05/06/2002 17:00
H33896,X1,302.7,310.5,1568,36.9,28,0,No Failure,05/06/2002 18:00
L51663,x_1,302.7,310.4,1489,42.7,33,0,No Failure,05/06/2002 19:00
M19344,x1,302.6,310.4,,43.1,35,0,No Failure,05/06/2002 20:00
L51665,x_1,302.7,310.4,1542,35.7,38,0,No Failure,05/06/2002 21:00
M19346,x1,302.6,310.5,1965,20.2,40,0,No Failure,05/06/2002 22:00
L51667,x_1,302.5,310.5,1436,36.5,43,0,No Failure,05/06/2002 23:00
M19348,x1,302.5,310.4,1509,37.6,45,0,No Failure,06/06/2002 00:00
L51669,x_1,302.5,310.4,1487,40.2,48,0,No Failure,06/06/2002 01:00
L51670,x_1,302.5,310.4,1967,20.3,50,0,No Failure,06/06/2002 02:00
H33905,X1,302.6,310.4,1409,53.3,52,0,No Failure,06/06/2002 03:00
M19352,x1,302.6,310.5,1420,56.4,57,0,No Failure,06/06/2002 04:00
L51673,x_1,302.7,310.5,1511,37.7,60,0,No Failure,06/06/2002 05:00
H33908,X1,302.6,310.4,1649,30.1,62,0,No Failure,06/06/2002 06:00
L51675,x_1,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure,06/06/2002 07:00
M19356,x1,302.5,310.4,1605,36,69,0,No Failure,06/06/2002 08:00
L51677,x_1,302.5,310.3,1523,36,72,0,No Failure,06/06/2002 09:00
H33912,X1,302.6,310.4,1614,36,74,0,No Failure,06/06/2002 10:00
H33913,X1,302.6,310.3,1721,27.4,79,0,No Failure,06/06/2002 11:00
L51680,x_1,302.6,310.4,1638,36.2,84,0,No Failure,06/06/2002 12:00
L51681,x_1,302.5,310.2,1307,54,86,1,Heat Dissipation Failure,06/06/2002 13:00
L51682,x_1,302.4,310.2,1642,28.3,88,0,No Failure,06/06/2002 14:00
M19363,x1,302.5,310.2,1751,30.5,90,0,No Failure,06/06/2002 15:00
L51684,x_1,302.4,310.1,1645,31.6,93,0,No Failure,06/06/2002 16:00
L51685,x_1,302.4,310.1,1426,46.8,95,0,No Failure,06/06/2002 17:00
M19366,x1,302.4,310.1,1520,36.6,97,0,No Failure,06/06/2002 18:00
L51687,x_1,302.4,310.1,1709,31.8,100,0,No Failure,06/06/2002 19:00
L51688,x_1,302.4,310,1426,46.6,102,0,No Failure,06/06/2002 20:00
L51689,x_1,302.4,310.1,1429,43.7,104,0,No Failure,06/06/2002 21:00
L51690,x_1,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure,06/06/2002 22:00
L51691,x_1,302.5,310.2,1454,43,108,0,No Failure,06/06/2002 23:00
M19372,x1,302.5,310.3,1411,49.5,110,0,No Failure,07/06/2002 00:00
L51693,x_1,302.4,310.3,1900,24.4,113,0,No Failure,07/06/2002 01:00
L51694,x_1,302.4,310.3,1479,36.2,115,0,No Failure,07/06/2002 02:00
L51695,x_1,302.5,310.4,1415,48.2,117,0,No Failure,07/06/2002 03:00
L51696,x_1,286.5,310.3,1539,39,119,0,No Failure,07/06/2002 04:00
L51697,x_1,302.4,310.3,1520,31.6,121,0,No Failure,07/06/2002 05:00
L51698,x_1,302.4,310.3,1480,45.8,123,0,No Failure,07/06/2002 06:00
L51699,x_1,302.4,310.4,1666,29.7,125,0,No Failure,07/06/2002 07:00
L51700,x_1,302.4,310.4,1456,47.6,127,0,No Failure,07/06/2002 08:00
L51701,x_1,302.4,310.4,1865,23.9,129,0,No Failure,07/06/2002 09:00
M19382,x1,302.5,310.5,1918,21.6,131,0,No Failure,07/06/2002 10:00
L51703,x_1,302.5,310.4,1488,48.4,134,0,No Failure,07/06/2002 11:00
M19384,x1,302.5,310.5,1527,38.8,136,0,No Failure,07/06/2002 12:00
M19385,x1,302.4,310.4,1463,42.2,139,0,No Failure,07/06/2002 13:00
L51706,x_1,302.4,310.4,,38.5,142,0,No Failure,07/06/2002 14:00
M19387,x1,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure,07/06/2002 15:00
L51708,x_1,302.5,310.5,1507,39.5,147,0,No Failure,07/06/2002 16:00
M19389,x1,302.4,310.4,1586,34.3,149,0,No Failure,07/06/2002 17:00
L51710,x_1,302.5,310.4,1487,42,152,0,No Failure,07/06/2002 18:00
L51711,x_1,302.5,310.5,1520,41.2,154,0,No Failure,07/06/2002 19:00
H33946,X1,302.5,310.4,1422,41.9,156,0,No Failure,07/06/2002 20:00
M19393,x1,302.4,310.3,1375,52.5,161,1,Heat Dissipation Failure,07/06/2002 21:00
L51714,x_1,302.4,310.2,1633,28,164,0,No Failure,07/06/2002 22:00
L51715,x_1,302.4,310.2,1503,116,166,0,No Failure,07/06/2002 23:00
L51716,x_1,302.4,310.2,1351,45.1,168,1,Heat Dissipation Failure,08/06/2002 00:00
L51717,x_1,286.3,310.2,1548,35.3,170,0,No Failure,08/06/2002 01:00
L51718,x_1,302.4,310.3,1923,23.3,172,0,Error,08/06/2002 02:00
L51719,x_1,302.5,310.3,1592,32.6,174,0,No Failure,08/06/2002 03:00
M19400,x1,302.5,310.4,1580,35.6,176,0,No Failure,08/06/2002 04:00
L51721,x_1,302.5,310.4,1427,46.8,179,0,No Failure,08/06/2002 05:00
M19402,x1,302.5,310.4,1581,32.7,181,0,No Failure,08/06/2002 06:00
M19403,x1,302.6,310.5,,39.9,184,0,No Failure,08/06/2002 07:00
L51724,x_1,302.5,310.4,1349,134.9,187,1,Heat Dissipation Failure,08/06/2002 08:00
L51725,x_1,302.5,310.5,1463,43,189,0,No Failure,08/06/2002 09:00
M19406,x1,302.5,310.4,1429,43.2,191,0,No Failure,08/06/2002 10:00
M19407,x1,302.5,310.4,1451,53.6,194,0,No Failure,08/06/2002 11:00
L51728,x_1,302.6,310.5,1511,37.2,197,0,No Failure,08/06/2002 12:00
L51729,x_1,302.6,310.6,1549,37.5,199,0,No Failure,08/06/2002 13:00
M19410,x1,302.5,310.5,1507,40.2,201,0,No Failure,08/06/2002 14:00
M19411,x1,302.6,310.5,1524,33.7,204,0,No Failure,08/06/2002 15:00
M19412,x1,302.7,310.5,1880,22.7,207,0,No Failure,08/06/2002 16:00
L51733,x_1,302.6,310.5,1461,45.4,0,0,No Failure,08/06/2002 17:00
L51734,X2,302.6,310.5,1748,28.2,2,0,No Failure,08/06/2012 18:00
L51735,x_1,302.7,310.6,1690,26.7,4,0,No Failure,08/06/2002 19:00
M19416,x1,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure,08/06/2002 20:00
L51737,x_1,302.7,310.6,1686,106.1,9,0,No Failure,08/06/2002 21:00
L51738,x_1,302.7,310.7,1369,47.5,11,1,Heat Dissipation Failure,08/06/2002 22:00
L51739,x_1,302.7,310.7,1433,43.7,13,0,No Failure,08/06/2002 23:00
L51740,x_1,286.7,310.7,1597,41.9,15,0,No Failure,09/06/2002 00:00
L51741,x_1,302.9,310.8,1610,32.2,17,0,No Failure,09/06/2002 01:00
L51742,x_1,302.7,310.7,1398,57.7,19,0,No Failure,09/06/2002 02:00
L51743,x_1,302.7,310.7,1977,20,21,0,No Failure,09/06/2002 03:00
L51744,x_1,302.8,310.8,1516,119.3,23,0,No Failure,09/06/2002 04:00
H33979,X1,302.7,310.8,1275,55,25,1,Heat Dissipation Failure,09/06/2002 05:00
L51746,x_1,302.8,310.8,1402,50.5,30,0,No Failure,09/06/2002 06:00
M19427,x1,302.8,310.8,1451,44.7,32,0,No Failure,09/06/2002 07:00
M19428,x1,302.7,310.8,1555,36.1,35,0,No Failure,09/06/2002 08:00
L51749,x_1,302.8,310.9,1636,35,38,0,No Failure,09/06/2002 09:00
L51750,x_1,302.8,310.9,1312,52.2,40,1,Heat Dissipation Failure,09/06/2002 10:00
L51751,x_1,302.8,310.9,1708,29.8,42,0,No Failure,09/06/2002 11:00
M19432,x1,286.9,311,1556,36.5,44,0,No Failure,09/06/2002 12:00
H33987,X1,302.8,311,1436,43.5,47,0,No Failure,09/06/2002 13:00
M19434,x1,302.9,311,1402,40.7,52,0,No Failure,09/06/2002 14:00
M19435,x1,302.9,311,1437,49.9,55,0,No Failure,09/06/2002 15:00
M19436,x1,302.9,311.1,1926,21.8,58,0,No Failure,09/06/2002 16:00
L51757,x_1,303,311.2,1800,23.7,61,0,No Failure,09/06/2002 17:00
L51758,x_1,303,311.2,1641,32.6,63,0,No Failure,09/06/2002 18:00
L51759,x_1,303,311.2,1374,48.2,65,1,Heat Dissipation Failure,09/06/2002 19:00
L51760,x_1,303,311.2,1494,37,67,0,No Failure,09/06/2002 20:00
L51761,x_1,303,311.2,1601,32.9,69,0,No Failure,09/06/2002 21:00
L51762,x_1,302.9,311.2,1634,36.9,71,0,No Failure,09/06/2002 22:00
M19443,x1,302.9,311.2,1467,37.7,73,0,No Failure,09/06/2002 23:00
L51764,x_1,302.8,311.1,1550,32.3,76,0,No Failure,10/06/2002 00:00
L51765,x_1,302.8,311.1,1563,32.2,78,0,No Failure,10/06/2002 01:00
L51766,x_1,302.7,310.9,1395,48.3,80,0,No Failure,10/06/2002 02:00
M19447,x1,302.8,311,1507,33.4,82,0,No Failure,10/06/2002 03:00
L51768,x_1,302.8,311,1564,38.5,85,0,No Failure,10/06/2002 04:00
L51769,x_1,302.8,311.1,1721,30,87,0,No Failure,10/06/2002 05:00
L51770,x_1,302.8,311.1,1456,36.1,89,0,No Failure,10/06/2002 06:00
H34005,X1,302.9,311.2,2102,17.8,91,0,No Failure,10/06/2002 07:00
L51772,x_1,302.9,311.1,1555,33.9,96,0,No Failure,10/06/2002 08:00
L51773,x_1,303,311.2,1409,41.9,98,0,No Failure,10/06/2002 09:00
M19454,X2,303,311.2,1387,41.4,100,0,No Failure,10/06/2012 10:00
M19455,x1,303,311.2,1460,43.9,103,0,No Failure,10/06/2002 11:00
L51776,x_1,303,311.2,1361,47.6,106,1,Heat Dissipation Failure,10/06/2002 12:00
M19457,x1,303,311.1,1490,43,108,0,No Failure,10/06/2002 13:00
L51778,x_1,303.1,311.2,1399,129,111,0,No Failure,10/06/2002 14:00
L51779,x_1,303.1,311.1,1420,55.8,113,0,No Failure,10/06/2002 15:00
L51780,x_1,303,311,1359,44.2,115,1,Heat Dissipation Failure,10/06/2002 16:00
M19461,x1,303,311.1,1372,54.3,117,1,Heat Dissipation Failure,10/06/2002 17:00
M19462,x1,303,311,1409,41.7,120,0,No Failure,10/06/2002 18:00
H34017,X1,302.9,311,1452,58.3,123,0,No Failure,10/06/2002 19:00
L51784,x_1,302.9,311,1820,24.6,128,0,No Failure,10/06/2002 20:00
H34019,X1,302.9,311,1469,48.7,130,0,No Failure,10/06/2002 21:00
L51786,x_1,302.9,311.1,1556,45.3,135,0,No Failure,10/06/2002 22:00
L51787,x_1,303,311.1,1980,20.2,137,0,No Failure,10/06/2002 23:00
M19468,x1,303,311.2,1519,38,139,0,No Failure,11/06/2002 00:00
L51789,x_1,303,311.2,1456,44,142,0,No Failure,11/06/2002 01:00
L51790,x_1,303.1,311.2,1394,45.3,144,0,No Failure,11/06/2002 02:00
L51791,x_1,303,311.3,1365,56.2,146,1,Heat Dissipation Failure,11/06/2002 03:00
L51792,x_1,303,311.3,2194,16.5,148,0,No Failure,11/06/2002 04:00
L51793,x_1,303.1,311.3,1403,55.6,150,0,No Failure,11/06/2002 05:00
H34028,X1,303,311.2,1503,37,152,0,No Failure,11/06/2002 06:00
L51795,x_1,303,311.3,1793,29.3,157,0,No Failure,11/06/2002 07:00
L51796,x_1,303.1,311.4,1829,24.5,159,0,No Failure,11/06/2002 08:00
M19477,x1,303.1,311.4,1831,23.3,161,0,No Failure,11/06/2002 09:00
M19478,x1,303,311.3,1335,53.6,164,1,Heat Dissipation Failure,11/06/2002 10:00
H34033,X1,303.1,311.3,2056,19.7,167,0,No Failure,11/06/2002 11:00
L51800,x_1,303.1,311.3,1336,132.4,172,1,Heat Dissipation Failure,11/06/2002 12:00
L51801,x_1,303,311.2,1341,51,174,1,Heat Dissipation Failure,11/06/2002 13:00
M19482,x1,303,311.1,1526,37.3,176,0,No Failure,11/06/2002 14:00
L51803,x_1,303,311.1,1525,40.7,179,0,No Failure,11/06/2002 15:00
M19484,x1,303,311.1,1428,39.8,181,0,No Failure,11/06/2002 16:00
L51805,x_1,303,311.2,1511,125.5,184,0,No Failure,11/06/2002 17:00
L51806,x_1,303,311.2,1664,29.8,186,0,No Failure,11/06/2002 18:00
M19487,x1,303,311.2,1592,38.9,188,0,No Failure,11/06/2002 19:00
M19488,x1,303,311.1,1597,36.7,191,0,No Failure,11/06/2002 20:00
L51809,x_1,303,311.2,1735,26.1,194,0,No Failure,11/06/2002 21:00
L51810,x_1,302.9,311.2,1751,23.8,196,0,No Failure,11/06/2002 22:00
L51811,x_1,287,311.2,1383,44.6,198,0,No Failure,11/06/2002 23:00
M19492,x1,302.9,311.2,1330,53.7,200,1,Heat Dissipation Failure,12/06/2002 00:00
L51813,x_1,303,311.2,1382,50.5,203,0,No Failure,12/06/2002 01:00
L51814,x_1,303,311.2,1755,30.4,205,0,No Failure,12/06/2002 02:00
M19495,x1,303,311.2,1614,35.7,207,0,No Failure,12/06/2002 03:00
L51816,x_1,303,311.3,1466,43,210,0,No Failure,12/06/2002 04:00
M19497,x1,303.1,311.3,1847,24.7,212,0,No Failure,12/06/2002 05:00
L51818,x_1,303.1,311.3,1474,34.8,215,0,No Failure,12/06/2002 06:00
L51819,x_1,303.1,311.3,1657,31.8,217,0,No Failure,12/06/2002 07:00
L51820,x_1,303.1,311.2,1435,40.1,219,0,No Failure,12/06/2002 08:00
H34055,X1,303.1,311.3,1494,42.7,221,0,No Failure,12/06/2002 09:00
L51822,x_1,303.2,311.4,1238,54.6,226,1,Heat Dissipation Failure,12/06/2002 10:00
L51823,x_1,303.2,311.4,1324,54.2,228,1,Heat Dissipation Failure,12/06/2002 11:00
L51824,x_1,303.2,311.4,1514,121,230,0,No Failure,12/06/2002 12:00
L51825,x_1,303.3,311.4,1732,25.6,232,0,No Failure,12/06/2002 13:00
L51826,x_1,303.3,311.4,1497,46,234,1,Tool Wear Failure,12/06/2002 14:00
L51827,x_1,303.3,311.4,1958,21.5,0,0,No Failure,12/06/2002 15:00
L51828,x_1,303.3,311.4,1630,32.5,2,0,No Failure,12/06/2002 16:00
M19509,x1,303.3,311.4,1395,59.1,4,0,No Failure,12/06/2002 17:00
L51830,x_1,303.3,311.4,1658,30.5,7,0,No Failure,12/06/2002 18:00
L51831,x_1,303.2,311.4,1349,130.9,9,1,Heat Dissipation Failure,12/06/2002 19:00
L51832,x_1,303.1,311.2,1452,52.9,11,0,No Failure,12/06/2002 20:00
M19513,x1,303.1,311.1,1594,35.5,13,0,No Failure,12/06/2002 21:00
M19514,x1,303.1,311,1510,47.6,16,0,No Failure,12/06/2002 22:00
L51835,x_1,303.1,311.1,1854,22.6,19,0,No Failure,12/06/2002 23:00
L51836,x_1,303.1,311.2,1626,32.3,21,0,No Failure,13/06/2002 00:00
L51837,x_1,303.1,311.2,,35.2,23,0,No Failure,13/06/2002 01:00
L51838,x_1,303.1,311.2,1679,34.8,25,0,No Failure,13/06/2002 02:00
M19519,x1,303.1,311.2,1489,44.5,27,0,No Failure,13/06/2002 03:00
L51840,x_1,303.2,311.2,1439,123.7,30,0,No Failure,13/06/2002 04:00
L51841,x_1,303.3,311.3,1350,48.1,32,1,Heat Dissipation Failure,13/06/2002 05:00
H34076,X1,303.3,311.2,1607,31.7,34,0,No Failure,13/06/2002 06:00
L51843,X2,303.3,311.3,1389,53.9,39,0,No Failure,13/06/2012 07:00
M19524,x1,303.3,311.3,1566,46.1,41,0,No Failure,13/06/2002 08:00
M19525,x1,303.4,311.4,1307,54,44,1,Heat Dissipation Failure,13/06/2002 09:00
M19526,x1,303.3,311.5,1569,36.6,47,0,No Failure,13/06/2002 10:00
H34081,X1,303.3,311.4,1651,30.6,50,0,No Failure,13/06/2002 11:00
H34082,X1,303.3,311.4,1692,27.9,55,0,No Failure,13/06/2002 12:00
M19529,x1,303.3,311.5,1373,127.1,60,1,Heat Dissipation Failure,13/06/2002 13:00
L51850,x_1,303.2,311.4,1610,35.5,63,0,No Failure,13/06/2002 14:00
L51851,x_1,303.3,311.4,1511,43.4,65,0,No Failure,13/06/2002 15:00
L51852,x_1,303.3,311.5,1412,55.6,67,0,No Failure,13/06/2002 16:00
L51853,x_1,303.4,311.5,1501,36.2,69,0,No Failure,13/06/2002 17:00
L51854,x_1,303.4,311.5,1414,44.8,71,0,No Failure,13/06/2002 18:00
H34089,X1,303.5,311.5,1629,33.5,73,0,No Failure,13/06/2002 19:00
L51856,x_1,287.4,311.5,1879,21.3,78,0,No Failure,13/06/2002 20:00
H34091,X1,303.5,311.6,1466,47,80,0,No Failure,13/06/2002 21:00
H34092,X1,303.6,311.7,1476,40.1,85,0,No Failure,13/06/2002 22:00
L51859,x_1,303.6,311.8,1695,30.7,90,0,No Failure,13/06/2002 23:00
L51860,x_1,303.6,311.7,1491,39.8,92,0,No Failure,14/06/2002 00:00
M19541,x1,303.6,311.8,1659,34.7,94,0,No Failure,14/06/2002 01:00
L51862,x_1,303.6,311.8,1567,31.7,97,0,No Failure,14/06/2002 02:00
L51863,x_1,303.6,311.8,1736,32.9,99,0,No Failure,14/06/2002 03:00
M19544,x1,303.6,311.8,1421,44.8,101,1,No Failure,14/06/2002 04:00
M19545,x1,303.6,311.8,1627,30.8,104,0,No Failure,14/06/2002 05:00
M19546,x1,303.5,311.6,1562,34.2,107,0,No Failure,14/06/2002 06:00
L51867,x_1,303.5,311.6,2183,17,110,0,No Failure,14/06/2002 07:00
L51868,x_1,303.5,311.6,1577,38.1,112,0,No Failure,14/06/2002 08:00
M19549,x1,303.4,311.5,1560,36.4,114,0,No Failure,14/06/2002 09:00
M19550,x1,303.4,311.5,1483,43,117,0,No Failure,14/06/2002 10:00
L51871,x_1,303.5,311.5,1535,33.3,120,0,No Failure,14/06/2002 11:00
M19552,x1,303.4,311.4,1606,29.6,122,0,No Failure,14/06/2002 12:00
M19553,x1,303.4,311.5,1817,24.7,125,0,No Failure,14/06/2002 13:00
L51874,x_1,303.4,311.5,1424,50.8,128,0,No Failure,14/06/2002 14:00
L51875,x_1,303.3,311.6,1514,34.7,130,0,No Failure,14/06/2002 15:00
L51876,x_1,303.4,311.6,1449,41.7,132,0,No Failure,14/06/2002 16:00
M19557,x1,303.5,311.6,1573,34,134,0,No Failure,14/06/2002 17:00
L51878,x_1,303.4,311.6,1564,41.9,137,0,No Failure,14/06/2002 18:00
L51879,x_1,303.5,311.6,,46.2,139,0,No Failure,14/06/2002 19:00
L51880,x_1,303.5,311.7,1620,31,141,0,No Failure,14/06/2002 20:00
H34115,X1,303.5,311.7,1584,32.7,143,0,No Failure,14/06/2002 21:00
L51882,x_1,303.6,311.8,1222,66.8,148,1,Heat Dissipation Failure,14/06/2002 22:00
M19563,x1,303.6,311.8,1432,42.5,150,0,No Failure,14/06/2002 23:00
L51884,x_1,303.7,311.9,1561,33.3,153,0,No Failure,15/06/2002 00:00
L51885,x_1,303.6,311.8,1614,33.2,155,0,No Failure,15/06/2002 01:00
L51886,x_1,303.5,311.7,1959,22.3,157,0,No Failure,15/06/2002 02:00
L51887,x_1,303.5,311.8,1944,23.5,159,0,No Failure,15/06/2002 03:00
L51888,x_1,303.4,311.7,1793,25.8,161,0,No Failure,15/06/2002 04:00
M19569,x1,287.4,311.6,1446,50,163,0,No Failure,15/06/2002 05:00
L51890,x_1,303.4,311.7,1673,32.2,166,0,No Failure,15/06/2002 06:00
M19571,x1,303.4,311.7,1515,44.2,168,0,No Failure,15/06/2002 07:00
L51892,x_1,303.4,311.8,1564,35.9,171,0,No Failure,15/06/2002 08:00
L51893,x_1,303.5,311.8,1451,45.2,173,0,No Failure,15/06/2002 09:00
H34128,X2,303.4,311.8,1693,28.3,175,0,No Failure,15/06/2012 10:00
L51895,X2,303.4,311.7,1476,42.3,180,0,No Failure,15/06/2012 11:00
L51896,x_1,303.4,311.6,1712,30.1,182,0,No Failure,15/06/2002 12:00
M19577,x1,303.4,311.6,1425,45.4,184,0,No Failure,15/06/2002 13:00
L51898,X2,303.3,311.6,1337,56.8,187,1,Heat Dissipation Failure,15/06/2012 14:00
M19579,x1,303.4,311.7,1690,34.9,189,0,No Failure,15/06/2002 15:00
